element,sp_num,obs_wl_air,unc_obs_wl,ritz_wl_air,unc_ritz_wl,intens,Aki,log_gf,Acc,Ei,Ek,conf_i,term_i,J_i,conf_k,term_k,J_k,Type
Fe,2,1141.4605,0.0006,1141.4610,0.0005,1.8,6.6e+04,-2.28,D+,9.7754140,10.8613053,3d65s,e 6D,1/2,3d54s4p,6D,3/2,
Fe,2,1142.17542,0.00009,1142.17152,0.00014,7,,,,13.0473836,14.1325995,3d64d,4P,5/2,3d65f,2[3],7/2,
Fe,1,1142.232,0.003,1142.23194,0.00018,4570,3.40e+04,-2.700,C+,2.19786640,3.28302483,3d74s,a 5P,2,3d64s4p,z 5D,1,
Fe,1,1142.4068,0.0010,1142.4063,0.0004,15,,,,6.20026651,7.2852593,3d64s 5p,n 7D,2,3d64s7s,7D,1,
Fe,2,1142.5695,0.0003,1142.57136,0.00010,1.8,,,,12.8767266,13.9615627,3d64f,2[2],5/2,3d67s,6D,7/2,
Fe,1,1142.7361,0.0010,1142.7367,0.0003,42,,,,5.64241573,6.72709484,3d64s 5s,e 5D,1,3d75p,5G,2,
Fe,2,1142.76808,0.00006,1142.76805,0.00010,8,,,,13.0479501,14.1325995,3d64d,2D,5/2,3d65f,2[3],7/2,
Fe,2,1142.9471,0.0010,1142.94782,0.00012,0.4,,,,12.9725199,14.0569986,3d65d,6F,3/2,3d65f,2[2],5/2,
Fe,1,1143.2852,0.0004,1143.2858,0.0003,44,,,,5.31393522,6.39809335,3d64s4p,x 5P,2,3d64s 4d,f 5F,3,
Fe,2,1143.4124,0.0003,1143.41058,0.00009,2,,,,13.0341827,14.1182225,3d65d,4D,5/2,3d65f,2[4],7/2,
Fe,1,1143.9126,0.0004,1143.91245,0.00018,18200,1.81e+05,-1.751,B,2.84504259,3.92860683,3d74s,b 3P,1,3d64s4p,z 3D,2,
Fe,1,1144.1890,0.0004,1144.18922,0.00018,66,,,,3.98410712,5.06740926,3d64s4p,z 3F,2,3d8,3P,2,
Fe,2,,,1144.29500,0.00021,,2.2e-03,-10.07,E,1.69526130,2.77846330,3d7,a 4P,3/2,3d64s,b 4P,1/2,M1
Fe,2,,,1144.6858,0.0003,,6.54e-03,-9.113,C+,2.34166141,3.42449356,3d7,a 2P,1/2,3d64s,a 2F,5/2,E2
Fe,2,1144.7008,0.0004,1144.7000,0.0004,1.4,,,,13.3413354,14.4241541,3d66p,6F,3/2,3d54s4d,6D,5/2,
Fe,2,1144.82132,0.00016,1144.82102,0.00009,2,,,,12.9725199,14.0552242,3d65d,6F,3/2,3d65f,2[2],3/2,
Fe,2,1144.86060,0.00008,1144.85708,0.00013,5,,,,12.9715130,14.0541832,3d64d,2I,13/2,3d65f,2[5],11/2,
Fe,2,1146.53328,0.00018,1146.53612,0.00011,3.2,,,,12.9182220,13.9993067,3d64d,4I,9/2,3d65f,2[3],7/2,
Fe,2,1147.07776,0.00019,1147.07733,0.00008,2.2,5.e+04,-2.2,E,12.3766049,13.4571796,3d65s,f 4F,5/2,3d54s4p,4F,5/2,
Fe,1,1147.0978,0.0011,1147.0976,0.0003,17,,,,5.64241573,6.72297125,3d64s 5s,e 5D,1,3d75p,5F,1,
Fe,2,1147.24378,0.00013,1147.24397,0.00009,2.7,,,,12.9725199,14.0529375,3d65d,6F,3/2,3d65f,2[3],5/2,
Fe,2,1147.4318,0.0002,1147.43201,0.00021,1.7,6.4e+04,-2.29,D+,11.6335565,12.7137971,3d54s4p,6D,5/2,3d66s,6D,3/2,
Fe,1,1147.4319,0.0004,1147.4320,0.0004,38,,,,6.14449991,7.2247405,3d64s 5p,n 7D,4,3d64s 4d,g 5G,5,
Fe,1,1147.5767,0.0004,1147.57650,0.00019,178,,,,5.53924278,6.61934736,3d64s 5s,e 5D,4,3d75p,5F,4,
Fe,1,1148.9553,0.0004,1148.9558,0.0004,145,,,,6.31920567,7.3980136,3d64s 4d,e 7G,6,3d64s5f,2[13/2],7,
Fe,2,1149.9768,0.0002,1149.97635,0.00011,1.1,,,,12.2815138,13.3593643,3d65s,4P,1/2,3d66p,4D,1/2,
Fe,2,1150.92276,0.00006,1150.91936,0.00011,15,,,,12.9182220,13.9951894,3d64d,4I,9/2,3d65f,2[5],11/2,
Fe,2,1151.59311,0.00006,1151.59297,0.00009,22,,,,12.9818165,14.0581539,3d65d,6D,7/2,3d65f,2[5],9/2,
Fe,1,,,1152.45042,0.00019,,6.8e-02,,E,2.17594512,3.25148176,3d74s,a 5P,3,3d74s,a 3D,3,M1
Fe,2,,,1152.70768,0.00024,,4.60e-03,-9.135,C,2.82812245,3.90341906,3d64s,b 4F,7/2,3d64s,b 4D,7/2,M1+E2
Fe,1,1152.7863,0.0004,1152.7857,0.0003,22,,,,5.58689276,6.66211658,3d64s 5s,e 5D,3,3d64s4p,5F,3,
Fe,1,1152.9752,0.0004,1152.97476,0.00019,24,,,,5.62068415,6.69573167,3d64s 5s,e 5D,2,3d64s4p,t 5P,3,
Fe,2,1153.1678,0.0005,1153.16720,0.00012,8,,,,6.72932284,7.8041909,3d54s2,b 4G,5/2,3d64p,x 4D,7/2,
Fe,2,1153.2572,0.0003,1153.25752,0.00009,1.2,,,,12.9818165,14.0566004,3d65d,6D,7/2,3d65f,2[3],7/2,
Fe,2,1153.4081,0.0004,1153.40894,0.00021,2.9,,,,10.5600846,11.6347274,3d64d,f 4D,1/2,3d54s4p,6D,3/2,
Fe,2,1153.70756,0.00006,1153.70750,0.00009,50,,,,13.0438578,14.1182225,3d65d,6G,5/2,3d65f,2[4],7/2,
Fe,2,1154.40824,0.00019,1154.40971,0.00011,2.1,,,,13.0445113,14.1182225,3d65d,4G,9/2,3d65f,2[4],7/2,
Fe,1,1154.638,0.003,1154.6377,0.0003,16,,,,5.65471608,6.72821528,3d64s4p,x 5G,6,3d74d,e 3H,5,
Fe,1,1155.5087,0.0004,1155.50864,0.00019,25,,,,5.53924278,6.61193286,3d64s 5s,e 5D,4,3d75p,3F,4,
Fe,2,1156.50839,0.00009,1156.50811,0.00008,3.4,6.e+04,-1.9,E,12.3455088,13.4172719,3d65s,f 4F,9/2,3d54s4p,4F,9/2,
Fe,2,1156.5846,0.0004,1156.58424,0.00016,1.1,,,,12.9398343,14.0115268,3d65d,6G,13/2,3d65f,2[7],13/2,
Fe,1,1156.8338,0.0004,1156.8334,0.0004,19,,,,5.6925481,6.76400977,3d64s4p,x 5G,3,3d74d,e 3H,4,
Fe,2,1157.05970,0.00006,1157.05958,0.00012,7,,,,12.9818165,14.0530687,3d65d,6D,7/2,3d65f,2[4],9/2,
Fe,1,1157.2517,0.0004,1157.2523,0.0005,363,,,,6.28000199,7.3510758,3d64s 4d,e 7G,7,3d64s5f,2[15/2],8,
Fe,2,1157.32043,0.00019,1157.31849,0.00012,2.7,,,,13.0341827,14.1051952,3d65d,4D,5/2,3d65f,2[3],5/2,
Fe,2,1157.32043,0.00019,1157.32064,0.00009,2.7,,,,12.9859880,14.0569986,3d64d,4P,5/2,3d65f,2[2],5/2,
Fe,2,1157.3888,0.0002,1157.38763,0.00011,1.1,,,,12.8906141,13.9615627,3d64f,2[3],7/2,3d67s,6D,7/2,
Fe,2,1157.5053,0.0004,1157.50622,0.00012,1.1,,,,13.0473836,14.1182225,3d64d,4P,5/2,3d65f,2[4],7/2,
Fe,2,1157.75113,0.00012,1157.75113,0.00008,2.9,,,,12.9859880,14.0566004,3d64d,4P,5/2,3d65f,2[3],7/2,
Fe,2,1157.8937,0.0005,1157.89072,0.00011,1.7,,,,12.8444417,13.9149250,3d64d,2F,5/2,3d65p,4F,7/2,
Fe,4,,,1157.93,,,1.1e-01,-7.75,D,6.52414,7.59458,3d5,4F,9/2,3d5,2F1,7/2,M1
Fe,2,,,1158.0922,0.0003,,3.2e-03,-9.41,D,3.42449356,4.49479059,3d64s,a 2F,5/2,3d64s,b 2D,5/2,M1
Fe,2,1158.21275,0.00007,1158.21253,0.00009,7,,,,12.9818165,14.0520023,3d65d,6D,7/2,3d65f,2[4],7/2,
Fe,1,1158.5217,0.0004,1158.5208,0.0003,200,,,,5.65307019,6.72297125,3d64s 5s,e 5D,0,3d75p,5F,1,
Fe,2,1158.70753,0.00010,1158.70774,0.00009,3.5,,,,13.0468933,14.1166218,3d65d,4D,3/2,3d65f,2[2],3/2,
Fe,2,1158.86332,0.00006,1158.86328,0.00008,60,,,,13.0264775,14.0960624,3d65d,6G,7/2,3d65f,2[4],9/2,
Fe,1,1158.9703,0.0004,1158.9698,0.0003,20,,,,5.34111814,6.41060472,3d64s4p,x 5P,1,3d64s 4d,f 5F,2,
Fe,1,1158.9922,0.0011,1158.9920,0.0005,62,,,,6.28000199,7.3494681,3d64s 4d,e 7G,7,3d64s5f,2[13/2],7,
Fe,2,1159.23976,0.00011,1159.23913,0.00011,4,,,,13.0473836,14.1166218,3d64d,4P,5/2,3d65f,2[2],3/2,
Fe,2,1159.23976,0.00011,1159.24128,0.00011,4,,,,12.9859880,14.0552242,3d64d,4P,5/2,3d65f,2[2],3/2,
Fe,1,1159.3591,0.0004,1159.35878,0.00019,8900,1.77e+05,-2.448,C+,2.22271209,3.29183986,3d74s,a 5P,1,3d64s4p,z 5D,0,
Fe,1,1159.4550,0.0004,1159.45465,0.00019,510,,,,4.58004944,5.64908881,3d74s,d 3F,2,3d64s4p,y 3G,3,
Fe,2,1159.8004,0.0004,1159.8011,0.0004,4,,,,9.8492422,10.9179622,3d65s,e 4D,7/2,3d54s4p,6D,5/2,
Fe,2,1159.83298,0.00018,1159.82967,0.00011,1.7,,,,12.8928690,13.9615627,3d64f,2[3],5/2,3d67s,6D,7/2,
Fe,2,1159.85322,0.00016,1159.85363,0.00011,2.1,,,,13.0479501,14.1166218,3d64d,2D,5/2,3d65f,2[2],3/2,
Fe,2,1159.9304,0.0002,1159.93074,0.00009,1.3,,,,13.1871128,14.2557134,3d66p,6D,9/2,3d66d,6P,7/2,
Fe,1,1160.291,0.003,1160.29099,0.00019,58,,,,5.27338780,6.34165661,3d64s4p,x 5P,3,3d64s 4d,e 5S,2,
Fe,2,1160.4849,0.0005,1160.48265,0.00012,0.5,,,,13.0262214,14.0943138,3d64d,4G,11/2,3d65f,2[5],11/2,
Fe,2,1160.5227,0.0002,1160.52225,0.00009,2.3,,,,13.0264775,14.0945335,3d65d,6G,7/2,3d65f,2[4],7/2,
Fe,1,1160.7574,0.0004,1160.75725,0.00019,25100,9.69e+04,-2.009,C+,2.19786640,3.26570610,3d74s,a 5P,2,3d64s4p,z 5D,2,
Fe,1,1160.9623,0.0004,1160.96362,0.00019,21,,,,4.58004944,5.64769932,3d74s,d 3F,2,3d64s4p,x 3D,1,
Fe,2,1161.01978,0.00006,1161.01971,0.00013,110,,,,12.9398343,14.0074326,3d65d,6G,13/2,3d65f,2[7],15/2,
Fe,2,1161.06874,0.00009,1161.06852,0.00009,7,,,,12.9944385,14.0619920,3d64d,2G,9/2,3d65f,2[6],11/2,
Fe,2,1161.06874,0.00009,1161.06987,0.00015,7,,,,10.5960500,11.6636022,3d64d,e 4G,7/2,3d54s4p,w 4G,7/2,
Fe,2,1161.27486,0.00008,1161.27528,0.00008,5,,,,13.0264775,14.0938409,3d65d,6G,7/2,3d65f,2[2],5/2,
Fe,2,1161.4354,0.0005,1161.43569,0.00013,0.18,,,,13.0653835,14.1325995,3d64d,4D,5/2,3d65f,2[3],7/2,
Fe,1,1161.7012,0.0004,1161.70048,0.00019,55,,,,5.06740926,6.13438193,3d8,3P,2,3d64s4p,1F,3,
Fe,2,1161.72529,0.00017,1161.72573,0.00008,3,,,,12.9859880,14.0529375,3d64d,4P,5/2,3d65f,2[3],5/2,
Fe,1,1162.5077,0.0011,1162.50627,0.00019,22,,,,5.58689276,6.65312587,3d64s 5s,e 5D,3,3d75p,5F,3,
Fe,2,1162.7448,0.0002,1162.74491,0.00008,2,,,,12.9859880,14.0520023,3d64d,4P,5/2,3d65f,2[4],7/2,
Fe,1,1163.8264,0.0004,1163.82603,0.00019,16600,4.30e+04,-2.214,B,2.17594512,3.24096914,3d74s,a 5P,3,3d64s4p,z 5D,3,
Fe,1,1164.1801,0.0004,1164.18003,0.00019,49,,,,4.58438864,5.64908881,3d74s,d 3F,3,3d64s4p,y 3G,3,
Fe,2,1164.8288,0.0006,1164.8279,0.0004,4,,,,9.6937051,10.7578131,3d54s2,2G2,7/2,3d64p,v 4D,5/2,
Fe,2,1164.85290,0.00006,1164.85284,0.00014,8,,,,12.9453973,14.0094825,3d65d,6D,9/2,3d65f,2[6],11/2,
Fe,2,1164.9456,0.0002,1164.94541,0.00014,1.4,,,,13.0544220,14.1184226,3d64d,4G,7/2,3d65f,2[4],9/2,
Fe,2,1165.1572,0.0004,1165.15722,0.00011,1.4,,,,12.9892615,14.0530687,3d64d,2I,11/2,3d65f,2[4],9/2,
Fe,2,1165.2580,0.0005,1165.25785,0.00010,0.7,,,,12.9944385,14.0581539,3d64d,2G,9/2,3d65f,2[5],9/2,
Fe,1,1165.2984,0.0004,1165.2983,0.0003,20,,,,5.62068415,6.68436257,3d64s 5s,e 5D,2,3d64s4p,5D,2,
Fe,2,,,1165.5038,0.0003,,6.4e-04,-10.109,C,2.82812245,3.89161339,3d64s,b 4F,7/2,3d64s,b 4D,5/2,M1+E2
Fe,1,1165.6291,0.0004,1165.6288,0.0003,204,,,,6.22223912,7.28561601,3d64s 5p,n 7P,4,3d64s7s,5D,3,
Fe,2,1166.2432,0.0009,1166.24393,0.00023,0.8,,,,12.7917192,13.8545352,3d65s,f 4G,5/2,3d65p,2G,7/2,
Fe,2,,,1166.2567,0.0003,,1.22e-02,-9.303,C,2.27642922,3.33923354,3d7,a 2P,3/2,3d64s,b 2P,1/2,M1+E2
Fe,2,1166.58629,0.00008,1166.58619,0.00011,5,,,,13.0541176,14.1166218,3d65d,6G,3/2,3d65f,2[2],3/2,
Fe,2,1166.62287,0.00013,1166.62268,0.00010,2.5,,,,13.0335915,14.0960624,3d64d,2G,7/2,3d65f,2[4],9/2,
Fe,1,1166.964,0.003,1166.96271,0.00019,174,,,,4.55852281,5.62068415,3d64s4p,y 5P,3,3d64s 5s,e 5D,2,
Fe,1,1166.964,0.003,1166.9649,0.0012,174,,,,6.33598817,7.3981475,3d64s 4d,f 5F,5,3d64s5f,2[13/2],6,
Fe,2,1167.4349,0.0008,1167.43517,0.00011,1.1,,,,12.9334579,13.9951894,3d64d,2K,13/2,3d65f,2[5],11/2,
Fe,1,1167.435,0.003,1167.43463,0.00019,65,,,,5.97150625,7.03323823,3d54s24p,v 5P,2,3d64s5d,5F,3,
Fe,1,1167.6295,0.0004,1167.63015,0.00019,11,,,,4.95563019,6.01718438,3d64s4p,x 5D,3,3d75s,e 3F,3,
Fe,2,1167.79987,0.00012,1167.8015,0.0005,3.4,,,,11.9371037,12.9985021,3d54s4p,t 2F,5/2,3d64d,4P,3/2,
Fe,1,1167.7999,0.0004,1167.7991,0.0004,74,,,,6.33598817,7.3973888,3d64s 4d,f 5F,5,3d64s5f,2[11/2],5,
Fe,2,1167.86810,0.00007,1167.86858,0.00014,7,,,,13.0438578,14.1051952,3d65d,6G,5/2,3d65f,2[3],5/2,
Fe,2,1167.86810,0.00007,1167.8704,0.0007,7,2.3e+04,-2.18,D+,11.9101771,12.9715130,3d54s4p,2H,11/2,3d64d,2I,13/2,
Fe,2,1168.03785,0.00006,1168.03778,0.00008,9,,,,12.9415873,14.0027710,3d65d,6F,7/2,3d65f,2[5],9/2,
Fe,4,,,1168.04,,,1.3e-02,-8.67,D,6.53340,7.59458,3d5,4F,7/2,3d5,2F1,7/2,M1
Fe,1,1168.1596,0.0004,1168.15939,0.00019,60,,,,3.54652001,4.60759327,3d74s,a 1D,2,3d74p,y 3F,3,
Fe,1,1168.2255,0.0004,1168.22518,0.00019,87,,,,5.62068415,6.68169765,3d64s 5s,e 5D,2,3d64s4p,5D,3,
Fe,1,1168.26453,0.00014,,,1910,,,,,,,,,,,,
Fe,2,1168.30420,0.00011,1168.30395,0.00010,2.8,,,,13.0335915,14.0945335,3d64d,2G,7/2,3d65f,2[4],7/2,
Fe,1,1168.8667,0.0011,1168.86687,0.00019,83,,,,3.54652001,4.60695104,3d74s,a 1D,2,3d64s4p,y 5P,2,
Fe,1,1168.9976,0.0004,1168.99726,0.00019,22900,1.39e+05,-2.069,C+,2.22271209,3.28302483,3d74s,a 5P,1,3d64s4p,z 5D,1,
Fe,2,1169.13144,0.00012,1169.13110,0.00011,2.6,3.6e+04,-2.2,E,12.3597808,13.4199721,3d65s,f 4F,7/2,3d54s4p,4D,7/2,
Fe,1,1169.3206,0.0004,1169.3208,0.0003,18,,,,5.94709859,7.00711799,3d54s24p,v 5P,3,3d76s,5F,4,
Fe,1,1169.395,0.003,1169.39599,0.00019,1380,,,,5.58689276,6.64684396,3d64s 5s,e 5D,3,3d75p,5D,4,
Fe,2,1169.39504,0.00006,1169.39476,0.00010,70,,,,13.0020396,14.0619920,3d65d,6G,9/2,3d65f,2[6],11/2,
Fe,2,1169.4980,0.0006,1169.49476,0.00012,0.9,,,,12.8550633,13.9149250,3d65d,4F,9/2,3d65p,4F,7/2,
Fe,2,1169.5220,0.0002,1169.51843,0.00008,1.4,,,,12.3766049,13.4364452,3d65s,f 4F,5/2,3d65p,4S,3/2,
Fe,2,1169.62372,0.00016,1169.62392,0.00010,1.4,,,,12.9944385,14.0541832,3d64d,2G,9/2,3d65f,2[5],11/2,
Fe,2,1169.71964,0.00013,1169.71931,0.00008,3.1,,,,13.0341827,14.0938409,3d65d,4D,5/2,3d65f,2[2],5/2,
Fe,2,1169.82254,0.00013,1169.82265,0.00010,2.4,,,,12.9970358,14.0566004,3d65d,6D,5/2,3d65f,2[3],7/2,
Fe,1,1169.9945,0.0004,1169.9945,0.0007,71,,,,6.11891044,7.1783195,3d64s 5p,n 7D,5,3d64s 7s,7D,5,
Fe,2,,,1170.11269,0.00024,,2.10e-03,-9.462,D+,2.84411707,3.90341906,3d64s,b 4F,5/2,3d64s,b 4D,7/2,M1
Fe,1,1170.2220,0.0011,1170.2218,0.0003,12,,,,6.01718438,7.07638759,3d75s,e 3F,3,3d64s4p,3D,2,
Fe,2,1170.52479,0.00018,1170.52557,0.00010,1.7,,,,13.0576934,14.1166218,3d64d,2P,3/2,3d65f,2[2],3/2,
Fe,1,1170.59855,0.00014,,,182,,,,,,,,,,,,
Fe,2,1171.00199,0.00019,1171.00311,0.00012,2.3,,,,12.9985021,14.0569986,3d64d,4P,3/2,3d65f,2[2],5/2,
Fe,2,1171.0962,0.0003,1171.09749,0.00011,0.6,,,,12.2829242,13.3413354,3d65s,2P,3/2,3d66p,6F,3/2,
Fe,2,1171.2165,0.0003,1171.21836,0.00014,1.4,,,,13.0468933,14.1051952,3d65d,4D,3/2,3d65f,2[3],5/2,
Fe,2,1171.3431,0.0003,1171.34406,0.00010,1,,,,12.9970358,14.0552242,3d65d,6D,5/2,3d65f,2[2],3/2,
Fe,1,1171.5485,0.0004,1171.5486,0.0003,214,,,,5.64241573,6.70041939,3d64s 5s,e 5D,1,3d75p,5F,2,
Fe,2,1172.1185,0.0002,1172.11642,0.00010,1.3,,,,12.3597808,13.4172719,3d65s,f 4F,7/2,3d54s4p,4F,9/2,
Fe,2,1172.24688,0.00012,1172.24658,0.00011,3,,,,12.9453973,14.0027710,3d65d,6D,9/2,3d65f,2[5],9/2,
Fe,1,1172.4487,0.0004,1172.44936,0.00019,9,,,,5.60664989,6.66384071,3d64s4p,x 3D,3,3d74d,f 3D,3,
Fe,2,1172.55629,0.00007,1172.5561,0.0003,5,2.6e+04,-2.19,D+,11.9321669,12.9892615,3d54s4p,2H,9/2,3d64d,2I,11/2,
Fe,1,1172.5564,0.0004,1172.5562,0.0003,52,,,,5.69892835,6.75602283,3d64s4p,x 5G,2,3d74d,e 5H,3,
Fe,2,1172.70121,0.00011,1172.70145,0.00008,2.9,,,,13.0375699,14.0945335,3d64d,4G,9/2,3d65f,2[4],7/2,
Fe,2,1172.73201,0.00006,1172.73186,0.00010,50,,,,13.0014086,14.0583447,3d65d,4G,11/2,3d65f,2[6],13/2,
Fe,1,1172.8563,0.0004,1172.85499,0.00019,112,,,,5.00952178,6.06634697,3d64s4p,x 5D,1,3d75s,e 3F,2,
Fe,2,1172.87388,0.00006,1172.87398,0.00012,40,,,,12.9398343,13.9966424,3d65d,6G,13/2,3d65f,2[6],13/2,
Fe,2,1172.94506,0.00006,1172.94361,0.00008,16,,,,13.0014086,14.0581539,3d65d,4G,11/2,3d65f,2[5],9/2,
Fe,2,1172.94506,0.00006,1172.94526,0.00015,16,,,,13.0375699,14.0943138,3d64d,4G,9/2,3d65f,2[5],11/2,
Fe,2,1172.96930,0.00017,1172.96948,0.00010,2,,,,12.9985021,14.0552242,3d64d,4P,3/2,3d65f,2[2],3/2,
Fe,2,1173.64454,0.00007,1173.64450,0.00008,6,,,,13.0020396,14.0581539,3d65d,6G,9/2,3d65f,2[5],9/2,
Fe,2,1173.88057,0.00012,1173.88071,0.00010,2.9,,,,12.9970358,14.0529375,3d65d,6D,5/2,3d65f,2[3],5/2,
Fe,1,1173.9224,0.0004,1173.9215,0.0004,36,,,,6.17506487,7.2309299,3d64s 5p,n 7D,3,3d64s7s,5D,4,
Fe,2,1174.2940,0.0003,1174.29382,0.00008,1.4,,,,13.0026236,14.0581539,3d65d,4D,7/2,3d65f,2[5],9/2,
Fe,2,1174.36706,0.00018,1174.37079,0.00015,3.2,,,,12.8444417,13.8999028,3d64d,2F,5/2,3d65p,4G,5/2,
Fe,2,1174.4465,0.0002,1174.44653,0.00019,1.3,2.0e+04,-2.8,D,11.6584040,12.7137971,3d54s4p,6D,1/2,3d66s,6D,3/2,
Fe,2,1174.48864,0.00008,1174.48875,0.00015,5,,,,12.9398343,13.9951894,3d65d,6G,13/2,3d65f,2[5],11/2,
Fe,2,1174.8827,0.0003,1174.88282,0.00011,1.5,,,,13.0341827,14.0891838,3d65d,4D,5/2,3d65f,2[2],3/2,
Fe,2,1174.91844,0.00017,1174.92134,0.00010,2.9,,,,12.9970358,14.0520023,3d65d,6D,5/2,3d65f,2[4],7/2,
Fe,2,1175.06561,0.00012,1175.06482,0.00011,3.5,,,,12.9472309,14.0020687,3d65d,6F,5/2,3d65f,2[2],5/2,
Fe,2,,,1175.3178,0.0003,,8.5e-03,-9.151,C+,3.42449356,4.47910423,3d64s,a 2F,5/2,3d64s,b 2D,3/2,M1
Fe,2,1175.3732,0.0005,1175.37346,0.00011,0.7,,,,13.0020396,14.0566004,3d65d,6G,9/2,3d65f,2[3],7/2,
Fe,1,1175.5994,0.0004,1175.59875,0.00019,29,,,,5.62068415,6.67504280,3d64s 5s,e 5D,2,3d75p,3D,3,
Fe,2,1175.7091,0.0004,1175.70894,0.00024,0.8,3.2e+04,-2.40,D+,11.6335565,12.6878163,3d54s4p,6D,5/2,3d66s,6D,5/2,
Fe,2,1176.00219,0.00006,1176.00172,0.00014,9,,,,13.0079946,14.0619920,3d64d,4F,9/2,3d65f,2[6],11/2,
Fe,2,1176.0238,0.0002,1176.02468,0.00008,1.5,,,,13.0026236,14.0566004,3d65d,4D,7/2,3d65f,2[3],7/2,
Fe,1,,,1176.42809,0.00020,,1.5e-02,,E,2.19786640,3.25148176,3d74s,a 5P,2,3d74s,a 3D,3,M1
Fe,2,1177.2955,0.0002,1177.29562,0.00012,1.9,,,,13.0653835,14.1182225,3d64d,4D,5/2,3d65f,2[4],7/2,
Fe,1,1177.3552,0.0004,1177.3562,0.0005,105,,,,5.6925481,6.74533292,3d64s4p,x 5G,3,3d64s 6s,g 7D,3,
Fe,2,1177.36742,0.00006,1177.36758,0.00008,19,,,,13.0014086,14.0541832,3d65d,4G,11/2,3d65f,2[5],11/2,
Fe,1,1177.8702,0.0011,1177.8707,0.0003,62,,,,5.81343520,6.86576013,3d74p,u 5D,2,3d74d,e 3P,1,
Fe,1,1178.3267,0.0004,1178.32648,0.00020,36300,1.83e+05,-1.574,B,2.83159117,3.88350907,3d74s,b 3P,2,3d64s4p,z 3D,3,
Fe,2,1178.61599,0.00015,1178.61529,0.00010,2.4,,,,13.0014086,14.0530687,3d65d,4G,11/2,3d65f,2[4],9/2,
Fe,2,1179.26874,0.00012,1179.26845,0.00013,3.5,,,,13.0541176,14.1051952,3d65d,6G,3/2,3d65f,2[3],5/2,
Fe,2,1179.32322,0.00007,1179.32298,0.00008,6,,,,13.0020396,14.0530687,3d65d,6G,9/2,3d65f,2[4],9/2,
Fe,2,1179.97868,0.00006,1179.97859,0.00010,12,,,,13.0026236,14.0530687,3d65d,4D,7/2,3d65f,2[4],9/2,
Fe,2,1180.0656,0.0010,1180.06356,0.00010,1,,,,13.0456930,14.0960624,3d64d,4F,7/2,3d65f,2[4],9/2,
Fe,1,1180.0657,0.0021,1180.0656,0.0004,65,,,,6.20026651,7.2506341,3d64s 5p,n 7D,2,3d64s7s,7D,3,
Fe,2,1180.1253,0.0005,1180.12596,0.00010,0.9,,,,13.0026236,14.0529375,3d65d,4D,7/2,3d65f,2[3],5/2,
Fe,2,1180.35118,0.00018,1180.35057,0.00014,1.6,,,,13.1479926,14.1981066,3d64d,2H,11/2,3d65p,2H,11/2,
Fe,2,1180.45380,0.00006,1180.45385,0.00013,8,,,,13.0445113,14.0945335,3d65d,4G,9/2,3d65f,2[4],7/2,
Fe,2,1180.4984,0.0003,1180.49775,0.00008,0.9,,,,13.0438578,14.0938409,3d65d,6G,5/2,3d65f,2[2],5/2,
Fe,2,1180.70093,0.00006,1180.70089,0.00010,70,,,,13.0445113,14.0943138,3d65d,4G,9/2,3d65f,2[5],11/2,
Fe,1,1180.70094,0.00014,,,1260,,,,,,,,,,,,
Fe,1,1180.887,0.003,1180.88554,0.00020,14,,,,5.27338780,6.32302612,3d64s4p,x 5P,3,3d64s 4d,f 7D,2,
Fe,1,1180.887,0.003,1180.8879,0.0004,14,,,,5.6925481,6.74218434,3d64s4p,x 5G,3,3d74d,e 3G,3,
Fe,2,1181.17787,0.00008,1181.17770,0.00008,6,,,,13.0026236,14.0520023,3d65d,4D,7/2,3d65f,2[4],7/2,
Fe,1,1181.3832,0.0011,1181.3825,0.0003,5,,,,5.94639870,6.99559552,3d75s,e 3F,4,3d64s4p,u 3H,4,
Fe,4,,,1181.56,,,2.7e-02,-8.47,D,6.53340,7.58244,3d5,4F,7/2,3d5,2F1,5/2,M1
Fe,2,1181.78405,0.00012,1181.78383,0.00010,3,,,,13.0456930,14.0945335,3d64d,4F,7/2,3d65f,2[4],7/2,
Fe,2,1182.13435,0.00016,1182.13472,0.00011,2.4,,,,13.0696934,14.1182225,3d64d,4G,5/2,3d65f,2[4],7/2,
Fe,2,1182.5653,0.0003,1182.56471,0.00008,0.9,,,,13.0456930,14.0938409,3d64d,4F,7/2,3d65f,2[2],5/2,
Fe,1,1182.7145,0.0004,1182.71426,0.00020,740,,,,4.58438864,5.63240401,3d74s,d 3F,3,3d64s4p,y 3G,4,
Fe,2,1182.7804,0.0003,1182.77821,0.00011,1.5,,,,13.0468933,14.0948520,3d65d,4D,3/2,3d65f,2[1],3/2,
Fe,1,1182.9851,0.0004,1182.9856,0.0003,68,,,,5.62068415,6.66845912,3d64s 5s,e 5D,2,3d75p,5D,3,
Fe,2,1183.0275,0.0004,1183.02846,0.00017,1,,,,12.3887082,13.4364452,3d65s,2P,1/2,3d65p,4S,3/2,
Fe,2,1183.08988,0.00012,1183.0887,0.0003,11,,,,9.0742936,10.1219773,3d64p,y 2P,3/2,3d54s2,2F2,5/2,
Fe,2,,,1183.3003,0.0003,,6.5e-03,-9.09,D+,2.84411707,3.89161339,3d64s,b 4F,5/2,3d64s,b 4D,5/2,M1+E2
