element,sp_num,obs_wl_air,unc_obs_wl,ritz_wl_air,unc_ritz_wl,intens,Aki,log_gf,Acc,Ei,Ek,conf_i,term_i,J_i,conf_k,term_k,J_k,Type
Fe,1,506.00787,0.00008,506.00782,0.00003,930,1.38e+02,-5.431,C+,0.0000000,2.44955978,3d64s2,a 5D,4,3d64s4p,z 7D,3,
Fe,2,,,506.00859,0.00006,,7.38e-01,-7.945,C+,2.02954815,4.47910423,3d7,a 2G,7/2,3d64s,b 2D,3/2,E2
Fe,2,506.02488,0.00004,506.024857,0.000023,400,7.3e+06,-0.65,C+,10.4477261,12.8972034,3d64d,6P,7/2,3d64f,2[3],7/2,
Fe,3,506.045,,506.045,0.004,:,,,,0.115618,2.565000,3d6,5D,1,3d6,a 3P,1,M1+E2
Fe,2,506.17101,0.00002,506.170973,0.000023,1600,6.3e+07,0.28,B+,10.3076133,12.7563835,3d64d,e 6F,7/2,3d64f,2[4],7/2,
Fe,2,506.2643,0.0004,506.26405,0.00003,120,,,,8.2297382,10.6780583,3d64p,x 4F,7/2,3d64d,e 4F,9/2,
Fe,2,506.29274,0.00013,506.292686,0.000021,110,2.0e+06,-1.11,D+,10.3076133,12.7557949,3d64d,e 6F,7/2,3d64f,2[4],9/2,
Fe,3,506.3459,0.0012,506.3464,0.0010,60,,,,8.647644,11.095565,3d54s,5D,0,3d54p,5P,1,
Fe,1,506.4590,0.0005,506.45833,0.00006,50,,,,4.07581091,6.52319179,3d8,c 3F,4,3d74p,w 3H,5,
Fe,1,506.49524,0.00008,506.49520,0.00004,510,,,,4.25622280,6.70342551,3d74p,y 5F,3,3d74d,f 3D,2,
Fe,1,506.50181,0.00008,506.50174,0.00004,6900,,,,4.25622280,6.70339390,3d74p,y 5F,3,3d74d,e 3G,4,
Fe,2,506.51057,0.00004,506.51057,0.00003,400,1.83e+07,-0.55,C+,10.4309920,12.8781204,3d64d,6D,1/2,3d64f,2[2],3/2,
Fe,1,506.51924,0.00008,506.51925,0.00004,2040,8.86e+05,-1.513,D+,3.64164057,6.08872711,3d64s2,b 3D,3,3d74p,w 3F,4,
Fe,2,506.5816,0.0006,506.58192,0.00005,120,,,,6.72393597,9.1707197,3d54s2,b 4G,11/2,3d64p,y 2I,13/2,
Fe,3,506.6539,0.0012,506.6539,0.0010,30,,,,13.130704,15.577140,3d54s,3D,2,3d54p,3F,3,
Fe,1,506.71492,0.00008,506.71490,0.00004,1550,,,,4.22036211,6.66650376,3d74p,y 5F,4,3d74d,f 5G,4,
Fe,2,506.78901,0.00003,506.789012,0.000021,700,5.4e+07,-0.08,B+,10.3289055,12.7746894,3d64d,e 6F,5/2,3d64f,2[2],3/2,
Fe,1,506.87655,0.00008,506.87656,0.00004,12900,3.37e+06,-1.042,B+,2.93984587,5.38520741,3d64s4p,z 7P,4,3d64s 5s,e 7D,3,
Fe,3,506.9158,0.0012,506.9162,0.0008,120,2.2e+07,-0.37,C,20.881561,23.326732,3d55p,5P,2,3d55s,5D,2,
Fe,1,506.9423,0.0004,506.94231,0.00004,100,,,,4.29441489,6.73945929,3d64s2,b 1D2,2,3d75p,3G,3,
Fe,2,507.05828,0.00010,507.058345,0.000021,130,9.e+05,-1.67,D+,10.3289055,12.7733903,3d64d,e 6F,5/2,3d64f,2[2],5/2,
Fe,2,507.08959,0.00002,507.089569,0.000021,1800,4.8e+07,0.27,B+,10.3076133,12.7519476,3d64d,e 6F,7/2,3d64f,2[5],9/2,
Fe,1,507.1511,0.0005,507.15103,0.00006,105,,,,4.55852281,7.00256095,3d64s4p,y 5P,3,3d64s5d,5D,2,
Fe,1,507.20780,0.00008,507.20779,0.00004,2190,,,,4.28330826,6.72707289,3d74p,y 5F,2,3d74d,g 5F,2,
Fe,2,507.2406,,507.24062,0.00003,:,3.22e-02,-8.906,C,0.23217279,2.67577925,3d7,a 4F,9/2,3d64s,a 4H,9/2,E2
Fe,2,507.25629,0.00014,507.25622,0.00004,80,4.0e+06,-1.04,D+,10.4134460,12.8569773,3d64d,6D,3/2,3d64f,2[3],5/2,
Fe,1,507.26718,0.00008,507.26716,0.00004,1100,,,,4.22036211,6.66384071,3d74p,y 5F,4,3d74d,f 3D,3,
Fe,3,507.3896,0.0012,507.3890,0.0008,87,,,,8.652674,11.095565,3d54s,5D,1,3d54p,5P,1,
Fe,2,507.38963,0.00015,507.38981,0.00003,170,6.2e+06,-0.72,C+,10.4477261,12.8906141,3d64d,6P,7/2,3d64f,2[3],7/2,
Fe,1,507.3897,0.0005,507.38912,0.00004,457,,,,3.98410712,6.42699840,3d64s4p,z 3F,2,3d64s 4d,e 5P,3,
Fe,2,507.4051,0.0006,507.40519,0.00008,120,2.9e+05,-2.2,D,6.8072583,9.2500722,3d64s,d 2F,7/2,3d64p,x 2D,5/2,
Fe,1,507.47480,0.00008,507.47476,0.00004,10200,1.4e+07,-0.23,D,4.22036211,6.66284114,3d74p,y 5F,4,3d74d,e 3G,5,
Fe,2,507.57599,0.00003,507.57597,0.00003,2900,4.9e+07,0.18,B+,10.4552114,12.8972034,3d64d,6P,5/2,3d64f,2[3],7/2,
Fe,3,,,507.577,0.003,,1.7e-01,,C,3.808296,6.250285,3d6,3D,2,3d6,b 3P,2,M1+E2
Fe,1,507.62642,0.00008,507.62638,0.00004,1320,,,,4.30127816,6.74302768,3d74p,y 5F,1,3d74d,g 5F,1,
Fe,2,507.6325,0.0003,507.63275,0.00003,50,2.5e+06,-0.94,D+,10.3807526,12.8224715,3d64d,6D,9/2,3d64f,2[6],11/2,
Fe,2,507.65976,0.00007,507.65973,0.00003,210,5.1e+06,-0.92,D+,10.3791615,12.8207506,3d64d,6D,7/2,3d64f,2[2],5/2,
Fe,3,507.7671,0.0012,507.7668,0.0008,260,2.5e+07,-0.18,C+,20.881561,23.322635,3d55p,5P,2,3d55s,5D,3,
Fe,2,507.82902,0.00020,507.82901,0.00003,70,6.2e+06,-1.32,D+,10.4134460,12.8542212,3d64d,6D,3/2,3d64f,2[1],1/2,
Fe,3,507.892,0.003,507.8935,0.0010,540,2.4e+07,-0.08,C+,20.870239,23.310704,3d55p,5P,3,3d55s,5D,4,
Fe,1,507.89745,0.00008,507.89740,0.00004,4790,,,,4.30127816,6.74172473,3d74p,y 5F,1,3d74d,f 5G,2,
Fe,1,507.92227,0.00008,507.92223,0.00004,3980,7.38e+05,-2.067,B,2.19786640,4.63819369,3d74s,a 5P,2,3d64s4p,y 5P,1,
Fe,1,507.97396,0.00008,507.97395,0.00004,11200,5.19e+04,-3.220,A,0.99011115,3.43018998,3d74s,a 5F,2,3d64s4p,z 5F,1,
Fe,2,508.02220,0.00020,508.02317,0.00003,120,1.6e+06,-1.61,D+,10.4134460,12.8532884,3d64d,6D,3/2,3d64f,2[1],3/2,
Fe,1,508.03514,0.00008,508.03518,0.00004,417,,,,3.69459719,6.13438193,3d64s2,b 1G2,4,3d64s4p,1F,3,
Fe,1,508.07878,0.00021,508.07879,0.00006,138,,,,2.94879294,5.38836827,3d64s2,b 3G,5,3d64s4p,z 5I,5,
Fe,1,508.09358,0.00008,508.09353,0.00006,316,1.8e+04,-3.03,E,3.26711257,5.70661711,3d74s,b 3H,5,3d64s4p,z 3I,6,
Fe,2,508.18976,0.00008,508.189847,0.000021,200,2.8e+06,-1.06,D+,10.3791615,12.8182037,3d64d,6D,7/2,3d64f,2[3],7/2,
Fe,2,508.22264,0.00003,508.222657,0.000021,1100,3.20e+07,-0.13,B+,10.4134460,12.8523307,3d64d,6D,3/2,3d64f,2[2],5/2,
Fe,1,508.33382,0.00008,508.33380,0.00004,23400,4.06e+04,-2.958,A,0.95815732,3.39650880,3d74s,a 5F,3,3d64s4p,z 5F,3,
Fe,2,508.35020,0.00008,508.35022,0.00003,190,2.3e+07,-0.75,D+,10.3476866,12.7859594,3d64d,e 6F,3/2,3d64f,2[1],1/2,
Fe,3,508.367,0.003,508.3692,0.0010,76,1.4e+07,-0.58,D+,20.888550,23.326732,3d55p,5P,1,3d55s,5D,2,
Fe,2,,,508.37378,0.00004,,2.0e-02,-9.33,E,0.98633380,3.42449356,3d64s,a 4D,7/2,3d64s,a 2F,5/2,M1
Fe,1,508.4545,0.0004,508.45441,0.00004,76,,,,3.69459719,6.13237029,3d64s2,b 1G2,4,3d74p,v 3G,5,
Fe,3,,,508.483,0.006,,9.4e-02,,C+,0.12736,2.565000,3d6,5D,0,3d6,a 3P,1,M1
Fe,2,508.52134,0.00012,508.521581,0.000021,90,1.8e+06,-1.25,D+,10.3807526,12.8182037,3d64d,6D,9/2,3d64f,2[3],7/2,
Fe,2,508.63071,0.00003,508.63074,0.00003,500,2.5e+07,-0.42,C+,10.4134460,12.8503740,3d64d,6D,3/2,3d64f,2[2],3/2,
Fe,2,,,508.65166,0.00004,,2.3e-03,-10.28,E,0.10695023,2.54377802,3d64s,a 6D,3/2,3d7,a 2D2,5/2,M1
Fe,3,508.6718,0.0020,508.6703,0.0010,87,,,,8.658827,11.095565,3d54s,5D,2,3d54p,5P,1,
Fe,2,508.72222,0.00003,508.72223,0.00003,2200,2.1e+05,-2.2,D,7.6973256,10.1338154,3d64p,z 2G,9/2,3d54s2,2F2,7/2,
Fe,2,508.73000,0.00004,508.730025,0.000021,400,1.63e+07,-0.42,C+,10.3791615,12.8156139,3d64d,6D,7/2,3d64f,2[3],5/2,
Fe,2,508.7377,0.0006,508.73683,0.00016,6,,,,12.8448160,15.2812358,3d64d,4G,11/2,3d64f,2[6],11/2,
Fe,1,508.81528,0.00021,508.81526,0.00004,229,5.1e+05,-1.75,D,4.15435379,6.59039805,3d74p,y 5D,3,3d74d,h 5D,4,
Fe,3,508.8933,0.0020,508.8933,0.0016,57,2.0e+07,-0.62,D+,22.277863,24.713533,3d54d,5F,1,3d55p,5F,1,
Fe,2,508.92129,0.00002,508.92128,0.00003,1200,4.4e+07,0.01,B+,10.3289055,12.7644423,3d64d,e 6F,5/2,3d64f,2[3],5/2,
Fe,2,508.94930,0.00007,508.94931,0.00003,210,1.26e+07,-0.41,C+,10.4552114,12.8906141,3d64d,6P,5/2,3d64f,2[3],7/2,
Fe,3,509.057,0.003,509.0570,0.0013,57,2.6e+06,-1.29,D,22.275198,24.710085,3d54d,5F,3,3d55p,5F,2,
Fe,2,509.07734,0.00002,509.07820,0.00004,1800,,,,10.9340507,13.3688367,3d64d,4P,1/2,3d66p,6P,3/2,
Fe,1,509.07736,0.00008,509.07727,0.00004,3550,1.9e+07,-0.44,D,4.25622280,6.69101333,3d74p,y 5F,3,3d74d,h 5D,2,
Fe,3,509.237,0.003,509.2331,0.0016,48,3.2e+07,-0.90,D+,20.888550,23.322596,3d55p,5P,1,3d55s,5D,0,
Fe,3,509.237,0.003,509.2404,0.0013,48,1.8e+06,-1.30,D,22.271397,24.705408,3d54d,5F,4,3d55p,5F,3,
Fe,2,509.35719,0.00003,509.35724,0.00004,1800,4.7e+07,0.17,B+,10.3791615,12.8126137,3d64d,6D,7/2,3d64f,2[4],7/2,
Fe,2,509.37819,0.00005,509.378235,0.000021,320,2.8e+06,-0.96,D+,10.3807526,12.8141045,3d64d,6D,9/2,3d64f,2[5],9/2,
Fe,3,509.4577,0.0012,509.4576,0.0010,90,1.9e+07,-0.42,C,22.277113,24.710085,3d54d,5F,2,3d55p,5F,2,
Fe,2,509.49012,0.00004,509.49012,0.00004,400,8.2e+06,-0.72,C+,10.4672943,12.9001119,3d64d,6P,3/2,3d64f,2[3],5/2,
Fe,3,509.6150,0.0020,509.6147,0.0016,22,5.3e+06,-0.99,D+,22.277863,24.710085,3d54d,5F,1,3d55p,5F,2,
Fe,2,509.69048,0.00005,509.69050,0.00003,310,8.1e+06,-0.60,C+,10.3807526,12.8126137,3d64d,6D,9/2,3d64f,2[4],7/2,
Fe,1,509.69977,0.00008,509.69972,0.00004,4470,,,,4.28330826,6.71512541,3d74p,y 5F,2,3d74d,f 5G,3,
Fe,2,509.72737,0.00003,509.72743,0.00003,2800,5.3e+07,0.32,B+,10.3791615,12.8108465,3d64d,6D,7/2,3d64f,2[4],9/2,
Fe,6,,,509.781,0.010,,2.7e-04,-11.20,E,0.00000,2.43143,3d3,4F,3/2,3d3,4P,5/2,M1
Fe,6,,,509.781,0.010,,7.0e-04,-10.79,E,0.00000,2.43143,3d3,4F,3/2,3d3,4P,5/2,E2
Fe,1,509.85719,0.00008,509.85723,0.00004,2290,,,,3.92860683,6.35967275,3d64s4p,z 3D,2,3d64s 5s,e 3D,3,
Fe,1,509.86978,0.00008,509.86981,0.00004,6800,4.83e+05,-2.026,D+,2.17594512,4.60695104,3d74s,a 5P,3,3d64s4p,y 5P,2,
Fe,1,509.90770,0.00008,509.90768,0.00004,780,2.79e+06,-1.265,B,3.98410712,6.41493251,3d64s4p,z 3F,2,3d64s 5s,e 3D,2,
Fe,3,509.9327,0.0012,509.9334,0.0008,310,9.2e+06,-0.33,C,22.220031,24.650734,3d54d,5H,6,3d55p,5H,6,
Fe,3,510.035,0.003,510.0369,0.0013,57,2.0e+07,-0.25,C+,22.275198,24.705408,3d54d,5F,3,3d55p,5F,3,
Fe,2,510.06116,0.00003,510.061173,0.000024,2200,4.4e+07,0.23,B+,10.3807526,12.8108465,3d64d,6D,9/2,3d64f,2[4],9/2,
Fe,2,,,510.065506,0.000018,,2.0e+03,-4.2,E,2.80665448,5.23672772,3d64s,b 4F,9/2,3d64p,z 6F,7/2,
Fe,2,510.07339,0.00002,510.07343,0.00003,8000,1.11e+08,0.72,B+,10.3807526,12.8107881,3d64d,6D,9/2,3d64f,2[5],11/2,
Fe,2,510.0854,0.0003,510.08522,0.00008,180,4.3e+05,-2.2,D,5.9109129,8.3408923,3d7,d 2D1,3/2,3d64p,y 2D,3/2,
Fe,2,510.29053,0.00013,510.29078,0.00003,130,2.6e+06,-1.22,D+,10.4477261,12.8767266,3d64d,6P,7/2,3d64f,2[2],5/2,
Fe,1,510.40298,0.00021,510.40302,0.00004,245,5.7e+04,-2.80,E,3.01725044,5.44571679,3d74s,c 3P,2,3d64s4p,w 5D,3,
Fe,2,510.4114,0.0002,510.41057,0.00003,40,,,,10.9088324,13.3372628,3d64d,4P,5/2,3d66p,6F,5/2,
Fe,2,510.4145,0.0003,510.41474,0.00016,4,,,,12.8787670,15.3071775,3d64d,4H,9/2,3d64f,2[4],9/2,
Fe,1,510.41909,0.00021,510.41891,0.00004,224,2.7e+05,-1.94,E,4.17769679,6.60608750,3d74p,y 5F,5,3d74d,f 5G,5,
Fe,3,510.440,0.003,510.4390,0.0013,57,5.2e+06,-0.85,D+,22.277113,24.705408,3d54d,5F,2,3d55p,5F,3,
Fe,1,510.44372,0.00021,510.44372,0.00004,275,1.8e+06,-1.67,E,4.28330826,6.71158094,3d74p,y 5F,2,3d74d,h 5D,1,
Fe,3,510.5331,0.0012,510.5326,0.0010,450,2.4e+07,-0.07,C+,22.271397,24.699247,3d54d,5F,4,3d55p,5F,4,
Fe,2,510.61061,0.00003,510.61082,0.00003,700,1.81e+07,-0.25,C+,10.3289055,12.7563835,3d64d,e 6F,5/2,3d64f,2[4],7/2,
Fe,2,510.71080,0.00006,510.71080,0.00003,270,1.0e+07,-0.83,D+,10.3476866,12.7746894,3d64d,e 6F,3/2,3d64f,2[2],3/2,
Fe,1,510.74471,0.00008,510.74472,0.00004,15800,4.18e+04,-3.087,A,0.99011115,3.41695281,3d74s,a 5F,2,3d64s4p,z 5F,2,
Fe,2,510.75413,0.00008,510.754243,0.000021,200,7.3e+06,-0.64,C+,10.3914073,12.8182037,3d64d,6D,5/2,3d64f,2[3],7/2,
Fe,1,510.76407,0.00008,510.76406,0.00004,34700,1.95e+05,-2.418,A,1.55735733,3.98410712,3d74s,a 3F,3,3d64s4p,z 3F,2,
Fe,2,510.7959,,510.79589,0.00004,:,2.96e-01,-8.635,C+,0.35186476,2.77846330,3d7,a 4F,5/2,3d64s,b 4P,1/2,E2
Fe,1,510.8403,0.0005,510.83967,0.00006,129,,,,4.55852281,6.98491341,3d64s4p,y 5P,3,3d64s5d,5D,3,
Fe,3,510.8861,0.0020,510.8843,0.0013,90,4.3e+07,-0.30,C+,22.287355,24.713533,3d54d,5G,2,3d55p,5F,1,
Fe,2,510.9267,0.0005,510.92640,0.00006,4,,,,12.8787670,15.3047457,3d64d,4H,9/2,3d64f,2[6],11/2,
Fe,3,510.938,0.003,510.9381,0.0013,210,5.7e+06,-0.61,D+,22.218923,24.644846,3d54d,5H,5,3d55p,5H,5,
Fe,1,510.96517,0.00008,510.96515,0.00004,1580,,,,4.30127816,6.72707289,3d74p,y 5F,1,3d74d,g 5F,2,
Fe,2,510.9954,0.0004,510.99531,0.00005,4,,,,12.8735344,15.2991859,3d64d,4K,13/2,3d64f,2[7],15/2,
Fe,1,511.03585,0.00008,511.03580,0.00004,3090,9.99e+05,-1.366,B,3.57321890,5.99867825,3d74s,a 1H,5,3d74p,z 1H,5,
Fe,1,511.04128,0.00008,511.04129,0.00003,40700,4.93e+03,-3.760,A,0.0000000,2.42543332,3d64s2,a 5D,4,3d64s4p,z 7D,4,
Fe,3,511.1068,0.0012,511.1066,0.0010,890,2.99e+07,0.11,B,22.265081,24.690205,3d54d,5F,5,3d55p,5F,5,
Fe,2,511.1636,,511.16364,0.00003,:,1.07e-01,-8.298,C+,0.23217279,2.65702556,3d7,a 4F,9/2,3d64s,a 4H,11/2,E2
Fe,3,511.1719,0.0012,511.1717,0.0010,89,1.03e+07,-0.35,C,22.220031,24.644846,3d54d,5H,6,3d55p,5H,5,
Fe,1,,,511.17772,0.00004,,2.3e-02,,E,0.99011115,3.41489715,3d74s,a 5F,2,3d74s,a 1P,1,M1
Fe,2,511.21540,0.00007,511.21549,0.00003,210,5.1e+06,-0.79,D+,10.4552114,12.8798182,3d64d,6P,5/2,3d64f,2[4],7/2,
Fe,3,,,511.255,0.003,,2.8e-01,,C,3.825866,6.250285,3d6,3D,3,3d6,b 3P,2,M1+E2
Fe,2,511.2818,0.0003,511.28132,0.00008,5,,,,12.7458673,15.1701620,3d66s,4D,5/2,3d64f,2[3],7/2,
Fe,2,511.2917,0.0003,511.29136,0.00013,6,,,,12.8787670,15.3030140,3d64d,4H,9/2,3d64f,2[5],11/2,
Fe,1,511.2917,0.0004,511.29163,0.00008,105,,,,4.95563019,7.3798760,3d64s4p,x 5D,3,3d64s4d,3F,3,
Fe,2,511.29992,0.00004,511.299889,0.000024,400,1.26e+07,-0.53,C+,10.3914073,12.8156139,3d64d,6D,5/2,3d64f,2[3],5/2,
Fe,3,511.333,0.003,511.3332,0.0013,57,4.1e+06,-0.84,D+,22.275198,24.699247,3d54d,5F,3,3d55p,5F,4,
Fe,3,511.464,0.003,511.4617,0.0010,17,,,,8.652674,11.076113,3d54s,5D,1,3d54p,5P,2,
Fe,2,511.50615,0.00003,511.50612,0.00003,500,4.0e+07,-0.50,C+,10.4309920,12.8542212,3d64d,6D,1/2,3d64f,2[1],1/2,
Fe,1,511.57778,0.00008,511.57768,0.00004,427,5.8e+04,-2.69,E,3.57321890,5.99610917,3d74s,a 1H,5,3d64s4p,y 5H,4,
Fe,2,511.6402,0.0005,511.64072,0.00003,14,,,,10.9088324,13.3314241,3d64d,4P,5/2,3d66p,6P,5/2,
Fe,3,511.644,0.003,511.6423,0.0013,310,3.4e+07,-0.17,C+,22.287501,24.710085,3d54d,5G,3,3d55p,5F,2,
Fe,2,511.70311,0.00003,511.70311,0.00003,1300,5.8e+07,-0.04,B+,10.4309920,12.8532884,3d64d,6D,1/2,3d64f,2[1],3/2,
Fe,2,511.8396,0.0003,511.83981,0.00006,7,,,,12.8579705,15.2796199,3d64d,4K,15/2,3d64f,2[7],15/2,
Fe,2,511.8490,0.0002,511.84953,0.00003,90,,,,8.1744466,10.5960500,3d64p,x 4G,7/2,3d64d,e 4G,7/2,
Fe,2,511.8682,0.0003,511.86819,0.00003,50,1.2e+06,-1.55,D+,10.4552114,12.8767266,3d64d,6P,5/2,3d64f,2[2],5/2,
Fe,5,,,511.880,0.016,,2.5e-01,,C+,3.31790,5.73936,3d4,3F2,2,3d4,1D2,2,M1
Fe,2,511.93338,0.00005,511.933460,0.000024,310,6.8e+06,-0.67,C+,10.3914073,12.8126137,3d64d,6D,5/2,3d64f,2[4],7/2,
Fe,3,512.0645,0.0020,512.0645,0.0013,210,4.5e+06,-0.80,D+,22.217269,24.637856,3d54d,5H,4,3d55p,5H,4,
Fe,2,512.11009,0.00016,512.10974,0.00004,10,,,,12.9077394,15.3281124,3d64d,4F,7/2,3d64f,2[4],9/2,
Fe,1,512.16388,0.00008,512.16386,0.00004,1700,7.9e+06,-0.81,D,4.28330826,6.70342551,3d74p,y 5F,2,3d74d,f 3D,2,
Fe,2,512.18687,0.00013,512.18690,0.00010,16,,,,12.8635679,15.2835763,3d64d,4H,11/2,3d64f,2[5],11/2,
Fe,1,512.1973,0.0005,512.19659,0.00004,20,,,,3.54652001,5.96648265,3d74s,a 1D,2,3d64s4p,v 5F,3,
Fe,2,512.2027,0.0004,512.20281,0.00013,3.6,,,,13.4569502,15.8768834,3d64d,4G,7/2,3d64f,2[5],9/2,
Fe,3,512.2980,0.0020,512.2975,0.0011,30,1.1e+05,-2.4,D,13.133553,15.553039,3d54s,3D,3,3d54p,3F,4,
Fe,2,512.31444,0.00018,512.31449,0.00008,8,,,,12.8846409,15.3040466,3d64d,4G,7/2,3d64f,2[5],9/2,
Fe,2,512.31922,0.00006,512.31906,0.00004,600,1.5e+05,-2.5,D,7.7025932,10.1219773,3d64p,z 2D,3/2,3d54s2,2F2,5/2,
Fe,2,512.31922,0.00006,512.31951,0.00003,600,2.5e+05,-2.4,D,10.4309920,12.8503740,3d64d,6D,1/2,3d64f,2[2],3/2,
Fe,2,512.31922,0.00006,512.32011,0.00006,600,,,,12.8846409,15.3040200,3d64d,4G,7/2,3d64f,2[4],7/2,
Fe,1,512.3280,0.0004,512.32788,0.00004,89,,,,4.41527878,6.83462125,3d74p,z 5G,3,3d74d,f 3F,3,
Fe,2,512.34327,0.00009,512.34330,0.00004,22,,,,12.8579705,15.2772402,3d64d,4K,15/2,3d64f,2[8],17/2,
Fe,1,512.37196,0.00008,512.37197,0.00004,15100,7.24e+04,-3.068,A,1.01105568,3.43018998,3d74s,a 5F,1,3d64s4p,z 5F,1,
Fe,3,512.4157,0.0020,512.4146,0.0013,56,1.30e+07,-0.33,C,22.218923,24.637856,3d54d,5H,5,3d55p,5H,4,
Fe,3,512.440,0.003,512.4411,0.0013,21,2.1e+06,-1.03,D+,22.271397,24.690205,3d54d,5F,4,3d55p,5F,5,
Fe,1,512.46195,0.00021,512.46187,0.00006,195,,,,3.30140276,5.72011266,3d74s,b 3H,4,3d64s4p,z 3I,5,
Fe,1,512.51168,0.00008,512.51163,0.00004,8300,,,,4.22036211,6.63883718,3d74p,y 5F,4,3d74d,h 5D,3,
Fe,3,512.5612,0.0012,512.5607,0.0011,210,3.3e+07,-0.05,C+,22.287164,24.705408,3d54d,5G,4,3d55p,5F,3,
Fe,1,512.5834,0.0004,512.58361,0.00006,200,,,,4.14264893,6.56078442,3d8,c 3F,3,3d74p,v 3P,2,
Fe,2,512.61927,0.00002,512.61869,0.00003,3100,,,,3.19725263,5.61522263,3d64s,b 2P,3/2,3d64p,z 4F,3/2,
Fe,1,512.6193,0.0005,512.61922,0.00004,1290,3.2e+06,-1.06,E,4.25622280,6.67419029,3d74p,y 5F,3,3d74d,g 5F,3,
Fe,2,512.6827,0.0007,512.68274,0.00016,4,,,,12.8635679,15.2812358,3d64d,4H,11/2,3d64f,2[6],11/2,
Fe,2,512.73068,0.00012,512.73067,0.00008,19,,,,12.8635679,15.2810098,3d64d,4H,11/2,3d64f,2[6],13/2,
Fe,3,512.7352,0.0020,512.7374,0.0011,170,2.0e+05,-2.4,D,8.658703,11.076113,3d54s,5D,3,3d54p,5P,2,
Fe,1,512.73590,0.00008,512.73588,0.00004,13500,1.14e+04,-3.307,A,0.91460217,3.33201954,3d74s,a 5F,4,3d64s4p,z 5F,5,
Fe,3,512.7638,0.0012,512.7637,0.0008,59,,,,8.658827,11.076113,3d54s,5D,2,3d54p,5P,2,
Fe,1,512.76793,0.00021,512.76807,0.00004,191,3.80e+01,-6.125,A,0.05156912,2.46883473,3d64s2,a 5D,3,3d64s4p,z 7D,2,
